0,0.0090932667,0
0,0.0092664718,0
0,0.0094396769,0
0,0.009612882,0
0,0.0097860871,0
0,0.0099592921,0
0,0.010132497,0
0,0.010305702,0
0,0.010478907,0
0,0.010652112,0
0,0.010825318,0
0.0001,0.0084004464,0
0.0001,0.0085736515,0
5e-05,0.008660254,0
0.0001,0.0087468566,0
5e-05,0.0088334591,0
0.0001,0.0089200617,0
5e-05,0.0090066642,0
0.0001,0.0090932667,0
5e-05,0.0091798693,0
0.0001,0.0092664718,0
5e-05,0.0093530744,0
0.0001,0.0094396769,0
5e-05,0.0095262794,0
0.0001,0.009612882,0
5e-05,0.0096994845,0
0.0001,0.0097860871,0
5e-05,0.0098726896,0
0.0001,0.0099592921,0
5e-05,0.010045895,0
0.0001,0.010132497,0
5e-05,0.0102191,0
0.0001,0.010305702,0
5e-05,0.010392305,0
0.0001,0.010478907,0
5e-05,0.01056551,0
0.0001,0.010652112,0
5e-05,0.010738715,0
0.0001,0.010825318,0
5e-05,0.01091192,0
0.0001,0.010998523,0
5e-05,0.011085125,0
0.0001,0.011171728,0
5e-05,0.01125833,0
0.0001,0.011344933,0
0.0001,0.011518138,0
0.0001,0.011691343,0
0.0002,0.0078808312,0
0.0002,0.0080540363,0
0.00015,0.0081406388,0
0.0002,0.0082272413,0
0.00015,0.0083138439,0
0.0002,0.0084004464,0
0.00015,0.008487049,0
0.0002,0.0085736515,0
0.00015,0.008660254,0
0.0002,0.0087468566,0
0.00015,0.0088334591,0
0.0002,0.0089200617,0
0.00015,0.0090066642,0
0.0002,0.0090932667,0
0.00015,0.0091798693,0
0.0002,0.0092664718,0
0.00015,0.0093530744,0
0.0002,0.0094396769,0
0.00015,0.0095262794,0
0.0002,0.009612882,0
0.00015,0.0096994845,0
0.0002,0.0097860871,0
0.00015,0.0098726896,0
0.0002,0.0099592921,0
0.00015,0.010045895,0
0.0002,0.010132497,0
0.00015,0.0102191,0
0.0002,0.010305702,0
0.00015,0.010392305,0
0.0002,0.010478907,0
0.00015,0.01056551,0
0.0002,0.010652112,0
0.00015,0.010738715,0
0.0002,0.010825318,0
0.00015,0.01091192,0
0.0002,0.010998523,0
0.00015,0.011085125,0
0.0002,0.011171728,0
0.00015,0.01125833,0
0.0002,0.011344933,0
0.00015,0.011431535,0
0.0002,0.011518138,0
0.00015,0.01160474,0
0.0002,0.011691343,0
0.00015,0.011777945,0
0.0002,0.011864548,0
0.00015,0.011951151,0
0.0002,0.012037753,0
0.0003,0.007534421,0
0.00025,0.0076210236,0
0.0003,0.0077076261,0
0.00025,0.0077942286,0
0.0003,0.0078808312,0
0.00025,0.0079674337,0
0.0003,0.0080540363,0
0.00025,0.0081406388,0
0.0003,0.0082272413,0
0.00025,0.0083138439,0
0.0003,0.0084004464,0
0.00025,0.008487049,0
0.0003,0.0085736515,0
0.00025,0.008660254,0
0.0003,0.0087468566,0
0.00025,0.0088334591,0
0.0003,0.0089200617,0
0.00025,0.0090066642,0
0.0003,0.0090932667,0
0.00025,0.0091798693,0
0.0003,0.0092664718,0
0.00025,0.0093530744,0
0.0003,0.0094396769,0
0.00025,0.0095262794,0
0.0003,0.009612882,0
0.00025,0.0096994845,0
0.0003,0.0097860871,0
0.00025,0.0098726896,0
0.0003,0.0099592921,0
0.00025,0.010045895,0
0.0003,0.010132497,0
0.00025,0.0102191,0
0.0003,0.010305702,0
0.00025,0.010392305,0
0.0003,0.010478907,0
0.00025,0.01056551,0
0.0003,0.010652112,0
0.00025,0.010738715,0
0.0003,0.010825318,0
0.00025,0.01091192,0
0.0003,0.010998523,0
0.00025,0.011085125,0
0.0003,0.011171728,0
0.00025,0.01125833,0
0.0003,0.011344933,0
