1,0
1,15874
2,15875
3,15876
4,15877
5,15878
6,15879
7,15880
8,15881
9,15882
10,16102
11,16103
12,16104
13,16105
14,16321
15,16322
16,16323
17,16324
18,16538
20,16539
22,16540
24,16750
26,16751
28,16752
30,16962
32,16963
34,17172
36,17173
38,17174
40,17382
41,17383
42,17591
43,17592
44,17799
45,17800
46,17801
47,18008
48,18009
49,18215
50,18216
51,18217
52,18424
54,18425
88,18633
90,18634
92,18842
93,18843
94,19050
95,19051
96,19052
97,19261
98,19262
99,19263
101,19473
149,19474
150,19475
151,19687
152,19688
153,19689
154,19903
155,19904
156,19905
157,19906
215,20124
217,20125
218,20126
219,20127
220,20128
221,20129
222,20130
223,20352
289,20354
291,20356
292,20358
293,0
294,0
295,0
296,0
297,0
371,0
373,0
374,0
375,0
376,0
458,0
459,0
460,0
461,0
462,0
463,0
549,0
551,0
552,0
553,0
554,0
556,0
648,0
649,0
650,0
651,0
749,0
750,0
751,0
752,0
854,0
855,0
856,0
857,0
858,0
964,0
966,0
967,0
968,0
969,0
1081,0
1082,0
1083,0
1084,0
1200,0
1201,0
1202,0
1203,0
1323,0
1324,0
1325,0
1326,0
1449,0
1450,0
1451,0
1577,0
1578,0
1579,0
1580,0
1710,0
1711,0
1712,0
1713,0
1847,0
1848,0
1849,0
1986,0
1987,0
1988,0
1989,0
2129,0
2130,0
2131,0
2273,0
2274,0
2275,0
2276,0
2422,0
2423,0
2424,0
2573,0
2574,0
2575,0
2576,0
2727,0
2728,0
2882,0
2883,0
2884,0
2885,0
3041,0
3042,0
3043,0
3201,0
3202,0
3203,0
3364,0
3365,0
3366,0
3367,0
3530,0
3531,0
3697,0
3698,0
3699,0
3700,0
3868,0
3869,0
4039,0
4040,0
4041,0
4042,0
4214,0
4215,0
4389,0
4390,0
4391,0
4392,0
4568,0
4569,0
4747,0
4748,0
4749,0
4750,0
4929,0
4930,0
5112,0
5113,0
5114,0
5115,0
5298,0
5299,0
5484,0
5485,0
5486,0
5672,0
5673,0
5674,0
5863,0
5864,0
6054,0
6055,0
6056,0
6057,0
6248,0
6249,0
6442,0
6443,0
6637,0
6638,0
6639,0
6640,0
6835,0
6836,0
7033,0
7034,0
7035,0
7234,0
7235,0
7236,0
7435,0
7436,0
7637,0
7638,0
7840,0
7841,0
7842,0
7843,0
8046,0
8047,0
8252,0
8253,0
8459,0
8460,0
8461,0
8462,0
8669,0
8670,0
8879,0
8880,0
9089,0
9090,0
9300,0
9301,0
9302,0
9303,0
9514,0
9515,0
9728,0
9729,0
9942,0
9943,0
10157,0
10158,0
10159,0
10160,0
10375,0
10376,0
10592,0
10593,0
10810,0
10811,0
11029,0
11030,0
11248,0
11249,0
11250,0
11469,0
11470,0
11471,0
11690,0
11691,0
11912,0
11913,0
12134,0
12135,0
12357,0
12358,0
12580,0
12581,0
12582,0
12805,0
12806,0
12807,0
13030,0
13031,0
13255,0
13256,0
13481,0
13482,0
13707,0
13708,0
13934,0
13935,0
14161,0
14162,0
14163,0
14390,0
14391,0
14618,0
14619,0
14846,0
14847,0
14848,0
15075,0
15076,0
15304,0
15305,0
15533,0
15534,0
15763,0
15764,0
15993,0
15994,0
16214,0
16215,0
16431,0
16432,0
16645,0
16646,0
16857,0
16858,0
17067,0
17068,0
17277,0
17278,0
17486,0
17487,0
17695,0
17696,0
17904,0
17905,0
18111,0
18112,0
18319,0
18320,0
18528,0
18529,0
18737,0
18738,0
18739,0
18946,0
18947,0
19156,0
19157,0
19367,0
19368,0
19580,0
19581,0
19795,0
19796,0
20014,0
20015,0
20240,0
20241,0
20469,0
20470,0
20471,0
20699,0
20700,0
20928,0
20929,0
21156,0
21157,0
21384,0
21385,0
21612,0
21613,0
21840,0
21841,0
22067,0
22068,0
22069,0
22294,0
22295,0
22520,0
22521,0
22745,0
22746,0
22747,0
22971,0
22972,0
23195,0
23196,0
23419,0
23420,0
23642,0
23643,0
23644,0
23865,0
23866,0
24087,0
24088,0
24308,0
24309,0
24310,0
24529,0
24530,0
24749,0
24750,0
24968,0
24969,0
24970,0
25187,0
25188,0
25404,0
25405,0
25406,0
25622,0
25623,0
25838,0
25839,0
25840,0
26053,0
26054,0
26267,0
26268,0
26480,0
26481,0
26482,0
26693,0
26694,0
26695,0
26904,0
26905,0
27114,0
27115,0
27323,0
27324,0
27325,0
27532,0
27533,0
27534,0
27739,0
27740,0
27944,0
27945,0
27946,0
28149,0
28150,0
28151,0
28352,0
28353,0
28553,0
28554,0
28555,0
28754,0
28755,0
28756,0
28954,0
28955,0
29151,0
29152,0
29153,0
29348,0
29349,0
29350,0
29543,0
29544,0
29736,0
29737,0
29738,0
29929,0
29930,0
29931,0
30120,0
30121,0
30309,0
30310,0
30311,0
30312,0
30497,0
30498,0
30682,0
30683,0
30684,0
30867,0
30868,0
30869,0
31049,0
31050,0
31051,0
31230,0
31231,0
31232,0
31409,0
31410,0
31585,0
31586,0
31587,0
31588,0
31761,0
31762,0
31933,0
31934,0
31935,0
31936,0
32105,0
32106,0
32273,0
32274,0
